date_created,problem_type,market,call_type,number_of_calls
2/15/22,type_5,market_1,repeat_call_5,5
2/15/22,type_5,market_1,repeat_call_6,11
2/15/22,type_5,market_1,repeat_call_7,8
2/15/22,type_4,market_1,initial_call,0
2/15/22,type_4,market_1,repeat_call_1,0
2/15/22,type_4,market_1,repeat_call_2,0
2/15/22,type_4,market_1,repeat_call_3,0
2/15/22,type_4,market_1,repeat_call_4,0
2/15/22,type_4,market_1,repeat_call_5,0
2/15/22,type_4,market_1,repeat_call_6,0
2/15/22,type_4,market_1,repeat_call_7,0
2/15/22,type_1,market_3,initial_call,8
2/15/22,type_1,market_3,repeat_call_1,4
2/15/22,type_1,market_3,repeat_call_2,5
2/15/22,type_1,market_3,repeat_call_3,3
2/15/22,type_1,market_3,repeat_call_4,6
2/15/22,type_1,market_3,repeat_call_5,2
2/15/22,type_1,market_3,repeat_call_6,3
2/15/22,type_1,market_3,repeat_call_7,7
2/15/22,type_2,market_3,initial_call,22
2/15/22,type_2,market_3,repeat_call_1,1
2/15/22,type_2,market_3,repeat_call_2,0
2/15/22,type_2,market_3,repeat_call_3,0
2/15/22,type_2,market_3,repeat_call_4,0
2/15/22,type_2,market_3,repeat_call_5,2
2/15/22,type_2,market_3,repeat_call_6,0
2/15/22,type_2,market_3,repeat_call_7,2
2/15/22,type_5,market_3,initial_call,158
2/15/22,type_5,market_3,repeat_call_1,17
2/15/22,type_5,market_3,repeat_call_2,15
2/15/22,type_5,market_3,repeat_call_3,15
2/15/22,type_5,market_3,repeat_call_4,6
2/15/22,type_5,market_3,repeat_call_5,2
2/15/22,type_5,market_3,repeat_call_6,9
2/15/22,type_5,market_3,repeat_call_7,4
2/15/22,type_3,market_3,initial_call,18
2/15/22,type_3,market_3,repeat_call_1,2
2/15/22,type_3,market_3,repeat_call_2,1
2/15/22,type_3,market_3,repeat_call_3,1
2/15/22,type_3,market_3,repeat_call_4,1
2/15/22,type_3,market_3,repeat_call_5,0
2/15/22,type_3,market_3,repeat_call_6,0
2/15/22,type_3,market_3,repeat_call_7,2
2/15/22,type_4,market_3,initial_call,0
2/15/22,type_4,market_3,repeat_call_1,0
2/15/22,type_4,market_3,repeat_call_2,0
2/15/22,type_4,market_3,repeat_call_3,1
2/15/22,type_4,market_3,repeat_call_4,0
2/15/22,type_4,market_3,repeat_call_5,0
2/15/22,type_4,market_3,repeat_call_6,0
2/15/22,type_4,market_3,repeat_call_7,0
2/15/22,type_1,market_2,initial_call,1
2/15/22,type_1,market_2,repeat_call_1,0
2/15/22,type_1,market_2,repeat_call_2,0
2/15/22,type_1,market_2,repeat_call_3,0
2/15/22,type_1,market_2,repeat_call_4,0
2/15/22,type_1,market_2,repeat_call_5,0
2/15/22,type_1,market_2,repeat_call_6,0
2/15/22,type_1,market_2,repeat_call_7,0
2/15/22,type_3,market_2,initial_call,2
2/15/22,type_3,market_2,repeat_call_1,0
2/15/22,type_3,market_2,repeat_call_2,0
2/15/22,type_3,market_2,repeat_call_3,0
2/15/22,type_3,market_2,repeat_call_4,0
2/15/22,type_3,market_2,repeat_call_5,0
2/15/22,type_3,market_2,repeat_call_6,0
2/15/22,type_3,market_2,repeat_call_7,0
2/15/22,type_2,market_2,initial_call,20
2/15/22,type_2,market_2,repeat_call_1,0
2/15/22,type_2,market_2,repeat_call_2,2
2/15/22,type_2,market_2,repeat_call_3,0
2/15/22,type_2,market_2,repeat_call_4,0
2/15/22,type_2,market_2,repeat_call_5,0
2/15/22,type_2,market_2,repeat_call_6,0
2/15/22,type_2,market_2,repeat_call_7,0
2/15/22,type_5,market_2,initial_call,23
2/15/22,type_5,market_2,repeat_call_1,1
2/15/22,type_5,market_2,repeat_call_2,1
2/15/22,type_5,market_2,repeat_call_3,1
2/15/22,type_5,market_2,repeat_call_4,2
2/15/22,type_5,market_2,repeat_call_5,0
2/15/22,type_5,market_2,repeat_call_6,0
2/15/22,type_5,market_2,repeat_call_7,0
2/15/22,type_4,market_2,initial_call,0
2/15/22,type_4,market_2,repeat_call_1,0
2/15/22,type_4,market_2,repeat_call_2,0
2/15/22,type_4,market_2,repeat_call_3,0
2/15/22,type_4,market_2,repeat_call_4,0
2/15/22,type_4,market_2,repeat_call_5,0
2/15/22,type_4,market_2,repeat_call_6,0
2/15/22,type_4,market_2,repeat_call_7,0
2/16/22,type_1,market_1,initial_call,26
2/16/22,type_1,market_1,repeat_call_1,3
2/16/22,type_1,market_1,repeat_call_2,1
2/16/22,type_1,market_1,repeat_call_3,0
2/16/22,type_1,market_1,repeat_call_4,0
2/16/22,type_1,market_1,repeat_call_5,0
2/16/22,type_1,market_1,repeat_call_6,1
2/16/22,type_1,market_1,repeat_call_7,0
2/16/22,type_2,market_1,initial_call,236
2/16/22,type_2,market_1,repeat_call_1,8
2/16/22,type_2,market_1,repeat_call_2,8
2/16/22,type_2,market_1,repeat_call_3,6
2/16/22,type_2,market_1,repeat_call_4,4
2/16/22,type_2,market_1,repeat_call_5,6
2/16/22,type_2,market_1,repeat_call_6,4
2/16/22,type_2,market_1,repeat_call_7,7
2/16/22,type_5,market_1,initial_call,174
2/16/22,type_5,market_1,repeat_call_1,6
2/16/22,type_5,market_1,repeat_call_2,8
2/16/22,type_5,market_1,repeat_call_3,8
2/16/22,type_5,market_1,repeat_call_4,6
2/16/22,type_5,market_1,repeat_call_5,9
2/16/22,type_5,market_1,repeat_call_6,7
2/16/22,type_5,market_1,repeat_call_7,2
2/16/22,type_4,market_1,initial_call,3
2/16/22,type_4,market_1,repeat_call_1,0
2/16/22,type_4,market_1,repeat_call_2,0
2/16/22,type_4,market_1,repeat_call_3,0
2/16/22,type_4,market_1,repeat_call_4,0
2/16/22,type_4,market_1,repeat_call_5,0
2/16/22,type_4,market_1,repeat_call_6,0
2/16/22,type_4,market_1,repeat_call_7,0
2/16/22,type_3,market_1,initial_call,18
2/16/22,type_3,market_1,repeat_call_1,0
2/16/22,type_3,market_1,repeat_call_2,4
2/16/22,type_3,market_1,repeat_call_3,2
2/16/22,type_3,market_1,repeat_call_4,1
2/16/22,type_3,market_1,repeat_call_5,1
2/16/22,type_3,market_1,repeat_call_6,0
2/16/22,type_3,market_1,repeat_call_7,0
2/16/22,type_5,market_3,initial_call,98
2/16/22,type_5,market_3,repeat_call_1,9
2/16/22,type_5,market_3,repeat_call_2,16
2/16/22,type_5,market_3,repeat_call_3,17
2/16/22,type_5,market_3,repeat_call_4,3
2/16/22,type_5,market_3,repeat_call_5,1
2/16/22,type_5,market_3,repeat_call_6,17
2/16/22,type_5,market_3,repeat_call_7,20
2/16/22,type_3,market_3,initial_call,15
2/16/22,type_3,market_3,repeat_call_1,4
2/16/22,type_3,market_3,repeat_call_2,2
2/16/22,type_3,market_3,repeat_call_3,2
2/16/22,type_3,market_3,repeat_call_4,0
2/16/22,type_3,market_3,repeat_call_5,2
2/16/22,type_3,market_3,repeat_call_6,4
2/16/22,type_3,market_3,repeat_call_7,1
2/16/22,type_2,market_3,initial_call,41
2/16/22,type_2,market_3,repeat_call_1,4
2/16/22,type_2,market_3,repeat_call_2,3
2/16/22,type_2,market_3,repeat_call_3,0
2/16/22,type_2,market_3,repeat_call_4,0
2/16/22,type_2,market_3,repeat_call_5,2
2/16/22,type_2,market_3,repeat_call_6,3
2/16/22,type_2,market_3,repeat_call_7,1
2/16/22,type_1,market_3,initial_call,8
2/16/22,type_1,market_3,repeat_call_1,5
2/16/22,type_1,market_3,repeat_call_2,3
2/16/22,type_1,market_3,repeat_call_3,6
2/16/22,type_1,market_3,repeat_call_4,2
2/16/22,type_1,market_3,repeat_call_5,3
2/16/22,type_1,market_3,repeat_call_6,7
2/16/22,type_1,market_3,repeat_call_7,3
2/16/22,type_4,market_3,initial_call,0
2/16/22,type_4,market_3,repeat_call_1,0
2/16/22,type_4,market_3,repeat_call_2,1
2/16/22,type_4,market_3,repeat_call_3,0
2/16/22,type_4,market_3,repeat_call_4,0
2/16/22,type_4,market_3,repeat_call_5,0
2/16/22,type_4,market_3,repeat_call_6,0
2/16/22,type_4,market_3,repeat_call_7,0
2/16/22,type_4,market_2,initial_call,1
2/16/22,type_4,market_2,repeat_call_1,0
2/16/22,type_4,market_2,repeat_call_2,0
2/16/22,type_4,market_2,repeat_call_3,0
2/16/22,type_4,market_2,repeat_call_4,0
2/16/22,type_4,market_2,repeat_call_5,0
2/16/22,type_4,market_2,repeat_call_6,0
2/16/22,type_4,market_2,repeat_call_7,0
2/16/22,type_3,market_2,initial_call,2
2/16/22,type_3,market_2,repeat_call_1,0
2/16/22,type_3,market_2,repeat_call_2,0
2/16/22,type_3,market_2,repeat_call_3,0
2/16/22,type_3,market_2,repeat_call_4,0
2/16/22,type_3,market_2,repeat_call_5,0
2/16/22,type_3,market_2,repeat_call_6,0
2/16/22,type_3,market_2,repeat_call_7,0
2/16/22,type_1,market_2,initial_call,3
2/16/22,type_1,market_2,repeat_call_1,0
2/16/22,type_1,market_2,repeat_call_2,0
2/16/22,type_1,market_2,repeat_call_3,1
2/16/22,type_1,market_2,repeat_call_4,0
2/16/22,type_1,market_2,repeat_call_5,0
2/16/22,type_1,market_2,repeat_call_6,0
2/16/22,type_1,market_2,repeat_call_7,0
2/16/22,type_2,market_2,initial_call,18
2/16/22,type_2,market_2,repeat_call_1,0
2/16/22,type_2,market_2,repeat_call_2,1
2/16/22,type_2,market_2,repeat_call_3,0
2/16/22,type_2,market_2,repeat_call_4,0
2/16/22,type_2,market_2,repeat_call_5,0
2/16/22,type_2,market_2,repeat_call_6,0
2/16/22,type_2,market_2,repeat_call_7,1
2/16/22,type_5,market_2,initial_call,21
2/16/22,type_5,market_2,repeat_call_1,0
2/16/22,type_5,market_2,repeat_call_2,3
2/16/22,type_5,market_2,repeat_call_3,0
2/16/22,type_5,market_2,repeat_call_4,0
2/16/22,type_5,market_2,repeat_call_5,1
2/16/22,type_5,market_2,repeat_call_6,1
2/16/22,type_5,market_2,repeat_call_7,0
2/17/22,type_1,market_1,initial_call,15
2/17/22,type_1,market_1,repeat_call_1,1
2/17/22,type_1,market_1,repeat_call_2,1
2/17/22,type_1,market_1,repeat_call_3,1
2/17/22,type_1,market_1,repeat_call_4,1
2/17/22,type_1,market_1,repeat_call_5,0
2/17/22,type_1,market_1,repeat_call_6,0
2/17/22,type_1,market_1,repeat_call_7,1
2/17/22,type_5,market_1,initial_call,157
2/17/22,type_5,market_1,repeat_call_1,10
2/17/22,type_5,market_1,repeat_call_2,3
2/17/22,type_5,market_1,repeat_call_3,6
2/17/22,type_5,market_1,repeat_call_4,3
2/17/22,type_5,market_1,repeat_call_5,4
2/17/22,type_5,market_1,repeat_call_6,5
2/17/22,type_5,market_1,repeat_call_7,8
2/17/22,type_2,market_1,initial_call,242
2/17/22,type_2,market_1,repeat_call_1,7
2/17/22,type_2,market_1,repeat_call_2,4
2/17/22,type_2,market_1,repeat_call_3,2
2/17/22,type_2,market_1,repeat_call_4,2
2/17/22,type_2,market_1,repeat_call_5,14
2/17/22,type_2,market_1,repeat_call_6,8
2/17/22,type_2,market_1,repeat_call_7,3
2/17/22,type_4,market_1,initial_call,3
2/17/22,type_4,market_1,repeat_call_1,0
2/17/22,type_4,market_1,repeat_call_2,0
2/17/22,type_4,market_1,repeat_call_3,1
2/17/22,type_4,market_1,repeat_call_4,0
2/17/22,type_4,market_1,repeat_call_5,1
2/17/22,type_4,market_1,repeat_call_6,0
2/17/22,type_4,market_1,repeat_call_7,0
2/17/22,type_3,market_1,initial_call,9
2/17/22,type_3,market_1,repeat_call_1,3
2/17/22,type_3,market_1,repeat_call_2,0
2/17/22,type_3,market_1,repeat_call_3,1
2/17/22,type_3,market_1,repeat_call_4,2
2/17/22,type_3,market_1,repeat_call_5,0
2/17/22,type_3,market_1,repeat_call_6,0
2/17/22,type_3,market_1,repeat_call_7,0
2/17/22,type_4,market_3,initial_call,5
2/17/22,type_4,market_3,repeat_call_1,1
2/17/22,type_4,market_3,repeat_call_2,0
2/17/22,type_4,market_3,repeat_call_3,0
2/17/22,type_4,market_3,repeat_call_4,0
2/17/22,type_4,market_3,repeat_call_5,1
2/17/22,type_4,market_3,repeat_call_6,0
2/17/22,type_4,market_3,repeat_call_7,0
2/17/22,type_3,market_3,initial_call,9
2/17/22,type_3,market_3,repeat_call_1,3
2/17/22,type_3,market_3,repeat_call_2,1
2/17/22,type_3,market_3,repeat_call_3,0
2/17/22,type_3,market_3,repeat_call_4,2
2/17/22,type_3,market_3,repeat_call_5,2
2/17/22,type_3,market_3,repeat_call_6,0
2/17/22,type_3,market_3,repeat_call_7,2
2/17/22,type_2,market_3,initial_call,34
2/17/22,type_2,market_3,repeat_call_1,3
2/17/22,type_2,market_3,repeat_call_2,1
2/17/22,type_2,market_3,repeat_call_3,1
2/17/22,type_2,market_3,repeat_call_4,4
2/17/22,type_2,market_3,repeat_call_5,2
2/17/22,type_2,market_3,repeat_call_6,1
2/17/22,type_2,market_3,repeat_call_7,3
2/17/22,type_1,market_3,initial_call,10
2/17/22,type_1,market_3,repeat_call_1,3
2/17/22,type_1,market_3,repeat_call_2,6
2/17/22,type_1,market_3,repeat_call_3,2
2/17/22,type_1,market_3,repeat_call_4,3
2/17/22,type_1,market_3,repeat_call_5,7
2/17/22,type_1,market_3,repeat_call_6,2
2/17/22,type_1,market_3,repeat_call_7,0
2/17/22,type_5,market_3,initial_call,285
2/17/22,type_5,market_3,repeat_call_1,138
2/17/22,type_5,market_3,repeat_call_2,12
2/17/22,type_5,market_3,repeat_call_3,0
2/17/22,type_5,market_3,repeat_call_4,2
2/17/22,type_5,market_3,repeat_call_5,7
2/17/22,type_5,market_3,repeat_call_6,3
2/17/22,type_5,market_3,repeat_call_7,3
2/17/22,type_3,market_2,initial_call,1
2/17/22,type_3,market_2,repeat_call_1,1
2/17/22,type_3,market_2,repeat_call_2,0
2/17/22,type_3,market_2,repeat_call_3,0
2/17/22,type_3,market_2,repeat_call_4,0
2/17/22,type_3,market_2,repeat_call_5,0
2/17/22,type_3,market_2,repeat_call_6,0
2/17/22,type_3,market_2,repeat_call_7,0
2/17/22,type_1,market_2,initial_call,4
2/17/22,type_1,market_2,repeat_call_1,0
2/17/22,type_1,market_2,repeat_call_2,0
2/17/22,type_1,market_2,repeat_call_3,0
2/17/22,type_1,market_2,repeat_call_4,0
2/17/22,type_1,market_2,repeat_call_5,2
2/17/22,type_1,market_2,repeat_call_6,0
2/17/22,type_1,market_2,repeat_call_7,0
2/17/22,type_5,market_2,initial_call,23
2/17/22,type_5,market_2,repeat_call_1,4
2/17/22,type_5,market_2,repeat_call_2,1
2/17/22,type_5,market_2,repeat_call_3,0
2/17/22,type_5,market_2,repeat_call_4,0
2/17/22,type_5,market_2,repeat_call_5,1
2/17/22,type_5,market_2,repeat_call_6,0
2/17/22,type_5,market_2,repeat_call_7,4
2/17/22,type_2,market_2,initial_call,33
2/17/22,type_2,market_2,repeat_call_1,2
2/17/22,type_2,market_2,repeat_call_2,0
2/17/22,type_2,market_2,repeat_call_3,0
2/17/22,type_2,market_2,repeat_call_4,1
2/17/22,type_2,market_2,repeat_call_5,2
2/17/22,type_2,market_2,repeat_call_6,3
2/17/22,type_2,market_2,repeat_call_7,0
2/17/22,type_4,market_2,initial_call,0
2/17/22,type_4,market_2,repeat_call_1,0
2/17/22,type_4,market_2,repeat_call_2,0
2/17/22,type_4,market_2,repeat_call_3,0
2/17/22,type_4,market_2,repeat_call_4,0
2/17/22,type_4,market_2,repeat_call_5,0
2/17/22,type_4,market_2,repeat_call_6,0
2/17/22,type_4,market_2,repeat_call_7,0
2/18/22,type_1,market_1,initial_call,20
2/18/22,type_1,market_1,repeat_call_1,3
2/18/22,type_1,market_1,repeat_call_2,0
2/18/22,type_1,market_1,repeat_call_3,1
2/18/22,type_1,market_1,repeat_call_4,1
2/18/22,type_1,market_1,repeat_call_5,1
2/18/22,type_1,market_1,repeat_call_6,1
2/18/22,type_1,market_1,repeat_call_7,0
2/18/22,type_5,market_1,initial_call,157
2/18/22,type_5,market_1,repeat_call_1,14
2/18/22,type_5,market_1,repeat_call_2,6
2/18/22,type_5,market_1,repeat_call_3,7
2/18/22,type_5,market_1,repeat_call_4,4
2/18/22,type_5,market_1,repeat_call_5,4
2/18/22,type_5,market_1,repeat_call_6,4
2/18/22,type_5,market_1,repeat_call_7,4
2/18/22,type_2,market_1,initial_call,263
2/18/22,type_2,market_1,repeat_call_1,11
2/18/22,type_2,market_1,repeat_call_2,3
2/18/22,type_2,market_1,repeat_call_3,9
2/18/22,type_2,market_1,repeat_call_4,5
2/18/22,type_2,market_1,repeat_call_5,7
2/18/22,type_2,market_1,repeat_call_6,4
2/18/22,type_2,market_1,repeat_call_7,4
2/18/22,type_4,market_1,initial_call,2
2/18/22,type_4,market_1,repeat_call_1,0
2/18/22,type_4,market_1,repeat_call_2,0
2/18/22,type_4,market_1,repeat_call_3,0
2/18/22,type_4,market_1,repeat_call_4,1
2/18/22,type_4,market_1,repeat_call_5,0
2/18/22,type_4,market_1,repeat_call_6,0
2/18/22,type_4,market_1,repeat_call_7,0
2/18/22,type_3,market_1,initial_call,18
2/18/22,type_3,market_1,repeat_call_1,0
2/18/22,type_3,market_1,repeat_call_2,0
2/18/22,type_3,market_1,repeat_call_3,3
2/18/22,type_3,market_1,repeat_call_4,1
2/18/22,type_3,market_1,repeat_call_5,0
2/18/22,type_3,market_1,repeat_call_6,0
2/18/22,type_3,market_1,repeat_call_7,0
2/18/22,type_1,market_3,initial_call,5
2/18/22,type_1,market_3,repeat_call_1,6
2/18/22,type_1,market_3,repeat_call_2,2
2/18/22,type_1,market_3,repeat_call_3,4
2/18/22,type_1,market_3,repeat_call_4,7
2/18/22,type_1,market_3,repeat_call_5,2
2/18/22,type_1,market_3,repeat_call_6,0
2/18/22,type_1,market_3,repeat_call_7,6
2/18/22,type_5,market_3,initial_call,454
2/18/22,type_5,market_3,repeat_call_1,29
2/18/22,type_5,market_3,repeat_call_2,4
2/18/22,type_5,market_3,repeat_call_3,15
2/18/22,type_5,market_3,repeat_call_4,14
2/18/22,type_5,market_3,repeat_call_5,10
2/18/22,type_5,market_3,repeat_call_6,7
2/18/22,type_5,market_3,repeat_call_7,3
2/18/22,type_4,market_3,initial_call,3
2/18/22,type_4,market_3,repeat_call_1,0
2/18/22,type_4,market_3,repeat_call_2,0
2/18/22,type_4,market_3,repeat_call_3,0
2/18/22,type_4,market_3,repeat_call_4,0
2/18/22,type_4,market_3,repeat_call_5,0
2/18/22,type_4,market_3,repeat_call_6,0
2/18/22,type_4,market_3,repeat_call_7,1
2/18/22,type_3,market_3,initial_call,9
2/18/22,type_3,market_3,repeat_call_1,2
2/18/22,type_3,market_3,repeat_call_2,0
2/18/22,type_3,market_3,repeat_call_3,1
2/18/22,type_3,market_3,repeat_call_4,1
2/18/22,type_3,market_3,repeat_call_5,0
2/18/22,type_3,market_3,repeat_call_6,2
2/18/22,type_3,market_3,repeat_call_7,1
2/18/22,type_2,market_3,initial_call,27
2/18/22,type_2,market_3,repeat_call_1,1
2/18/22,type_2,market_3,repeat_call_2,1
2/18/22,type_2,market_3,repeat_call_3,3
2/18/22,type_2,market_3,repeat_call_4,2
2/18/22,type_2,market_3,repeat_call_5,0
2/18/22,type_2,market_3,repeat_call_6,2
2/18/22,type_2,market_3,repeat_call_7,0
2/18/22,type_3,market_2,initial_call,1
2/18/22,type_3,market_2,repeat_call_1,0
2/18/22,type_3,market_2,repeat_call_2,0
2/18/22,type_3,market_2,repeat_call_3,0
2/18/22,type_3,market_2,repeat_call_4,0
2/18/22,type_3,market_2,repeat_call_5,0
2/18/22,type_3,market_2,repeat_call_6,0
2/18/22,type_3,market_2,repeat_call_7,0
2/18/22,type_1,market_2,initial_call,3
2/18/22,type_1,market_2,repeat_call_1,0
2/18/22,type_1,market_2,repeat_call_2,0
2/18/22,type_1,market_2,repeat_call_3,0
2/18/22,type_1,market_2,repeat_call_4,0
2/18/22,type_1,market_2,repeat_call_5,0
2/18/22,type_1,market_2,repeat_call_6,0
2/18/22,type_1,market_2,repeat_call_7,0
2/18/22,type_5,market_2,initial_call,18
2/18/22,type_5,market_2,repeat_call_1,1
2/18/22,type_5,market_2,repeat_call_2,1
2/18/22,type_5,market_2,repeat_call_3,0
2/18/22,type_5,market_2,repeat_call_4,0
2/18/22,type_5,market_2,repeat_call_5,1
2/18/22,type_5,market_2,repeat_call_6,0
2/18/22,type_5,market_2,repeat_call_7,0
2/18/22,type_2,market_2,initial_call,25
2/18/22,type_2,market_2,repeat_call_1,0
2/18/22,type_2,market_2,repeat_call_2,0
2/18/22,type_2,market_2,repeat_call_3,1
2/18/22,type_2,market_2,repeat_call_4,2
2/18/22,type_2,market_2,repeat_call_5,1
2/18/22,type_2,market_2,repeat_call_6,1
2/18/22,type_2,market_2,repeat_call_7,0
2/18/22,type_4,market_2,initial_call,0
2/18/22,type_4,market_2,repeat_call_1,0
2/18/22,type_4,market_2,repeat_call_2,0
2/18/22,type_4,market_2,repeat_call_3,0
2/18/22,type_4,market_2,repeat_call_4,0
2/18/22,type_4,market_2,repeat_call_5,0
2/18/22,type_4,market_2,repeat_call_6,0
2/18/22,type_4,market_2,repeat_call_7,0
2/19/22,type_1,market_1,initial_call,24
2/19/22,type_1,market_1,repeat_call_1,2
2/19/22,type_1,market_1,repeat_call_2,2
2/19/22,type_1,market_1,repeat_call_3,1
2/19/22,type_1,market_1,repeat_call_4,0
2/19/22,type_1,market_1,repeat_call_5,2
2/19/22,type_1,market_1,repeat_call_6,1
2/19/22,type_1,market_1,repeat_call_7,1
2/19/22,type_2,market_1,initial_call,150
2/19/22,type_2,market_1,repeat_call_1,8
2/19/22,type_2,market_1,repeat_call_2,6
2/19/22,type_2,market_1,repeat_call_3,7
2/19/22,type_2,market_1,repeat_call_4,3
2/19/22,type_2,market_1,repeat_call_5,3
2/19/22,type_2,market_1,repeat_call_6,3
2/19/22,type_2,market_1,repeat_call_7,2
2/19/22,type_5,market_1,initial_call,150
2/19/22,type_5,market_1,repeat_call_1,15
2/19/22,type_5,market_1,repeat_call_2,13
2/19/22,type_5,market_1,repeat_call_3,6
2/19/22,type_5,market_1,repeat_call_4,1
2/19/22,type_5,market_1,repeat_call_5,7
2/19/22,type_5,market_1,repeat_call_6,9
2/19/22,type_5,market_1,repeat_call_7,3
2/19/22,type_3,market_1,initial_call,8
2/19/22,type_3,market_1,repeat_call_1,3
2/19/22,type_3,market_1,repeat_call_2,1
2/19/22,type_3,market_1,repeat_call_3,2
2/19/22,type_3,market_1,repeat_call_4,0
2/19/22,type_3,market_1,repeat_call_5,1
2/19/22,type_3,market_1,repeat_call_6,0
2/19/22,type_3,market_1,repeat_call_7,0
2/19/22,type_4,market_1,initial_call,0
2/19/22,type_4,market_1,repeat_call_1,1
2/19/22,type_4,market_1,repeat_call_2,0
2/19/22,type_4,market_1,repeat_call_3,0
2/19/22,type_4,market_1,repeat_call_4,0
2/19/22,type_4,market_1,repeat_call_5,0
2/19/22,type_4,market_1,repeat_call_6,0
2/19/22,type_4,market_1,repeat_call_7,0
2/19/22,type_1,market_3,initial_call,11
2/19/22,type_1,market_3,repeat_call_1,2
2/19/22,type_1,market_3,repeat_call_2,3
2/19/22,type_1,market_3,repeat_call_3,7
2/19/22,type_1,market_3,repeat_call_4,2
2/19/22,type_1,market_3,repeat_call_5,0
2/19/22,type_1,market_3,repeat_call_6,6
2/19/22,type_1,market_3,repeat_call_7,3
2/19/22,type_3,market_3,initial_call,7
2/19/22,type_3,market_3,repeat_call_1,1
2/19/22,type_3,market_3,repeat_call_2,3
2/19/22,type_3,market_3,repeat_call_3,3
2/19/22,type_3,market_3,repeat_call_4,4
2/19/22,type_3,market_3,repeat_call_5,1
2/19/22,type_3,market_3,repeat_call_6,0
2/19/22,type_3,market_3,repeat_call_7,0
2/19/22,type_5,market_3,initial_call,81
2/19/22,type_5,market_3,repeat_call_1,6
2/19/22,type_5,market_3,repeat_call_2,8
2/19/22,type_5,market_3,repeat_call_3,7
2/19/22,type_5,market_3,repeat_call_4,6
2/19/22,type_5,market_3,repeat_call_5,2
2/19/22,type_5,market_3,repeat_call_6,1
2/19/22,type_5,market_3,repeat_call_7,1
2/19/22,type_2,market_3,initial_call,19
2/19/22,type_2,market_3,repeat_call_1,0
2/19/22,type_2,market_3,repeat_call_2,0
2/19/22,type_2,market_3,repeat_call_3,0
2/19/22,type_2,market_3,repeat_call_4,0
2/19/22,type_2,market_3,repeat_call_5,0
2/19/22,type_2,market_3,repeat_call_6,0
2/19/22,type_2,market_3,repeat_call_7,2
2/19/22,type_4,market_3,initial_call,0
2/19/22,type_4,market_3,repeat_call_1,0
2/19/22,type_4,market_3,repeat_call_2,0
2/19/22,type_4,market_3,repeat_call_3,0
2/19/22,type_4,market_3,repeat_call_4,0
2/19/22,type_4,market_3,repeat_call_5,0
2/19/22,type_4,market_3,repeat_call_6,0
2/19/22,type_4,market_3,repeat_call_7,0
2/19/22,type_1,market_2,initial_call,3
2/19/22,type_1,market_2,repeat_call_1,0
2/19/22,type_1,market_2,repeat_call_2,0
2/19/22,type_1,market_2,repeat_call_3,0
2/19/22,type_1,market_2,repeat_call_4,0
2/19/22,type_1,market_2,repeat_call_5,0
2/19/22,type_1,market_2,repeat_call_6,0
2/19/22,type_1,market_2,repeat_call_7,0
2/19/22,type_5,market_2,initial_call,11
2/19/22,type_5,market_2,repeat_call_1,0
2/19/22,type_5,market_2,repeat_call_2,2
2/19/22,type_5,market_2,repeat_call_3,0
2/19/22,type_5,market_2,repeat_call_4,0
2/19/22,type_5,market_2,repeat_call_5,0
2/19/22,type_5,market_2,repeat_call_6,0
2/19/22,type_5,market_2,repeat_call_7,0
2/19/22,type_2,market_2,initial_call,14
2/19/22,type_2,market_2,repeat_call_1,0
2/19/22,type_2,market_2,repeat_call_2,1
2/19/22,type_2,market_2,repeat_call_3,0
2/19/22,type_2,market_2,repeat_call_4,0
2/19/22,type_2,market_2,repeat_call_5,0
2/19/22,type_2,market_2,repeat_call_6,0
2/19/22,type_2,market_2,repeat_call_7,0
2/19/22,type_3,market_2,initial_call,0
2/19/22,type_3,market_2,repeat_call_1,0
2/19/22,type_3,market_2,repeat_call_2,0
2/19/22,type_3,market_2,repeat_call_3,0
2/19/22,type_3,market_2,repeat_call_4,0
2/19/22,type_3,market_2,repeat_call_5,0
2/19/22,type_3,market_2,repeat_call_6,0
2/19/22,type_3,market_2,repeat_call_7,0
2/19/22,type_4,market_2,initial_call,0
2/19/22,type_4,market_2,repeat_call_1,0
2/19/22,type_4,market_2,repeat_call_2,0
2/19/22,type_4,market_2,repeat_call_3,0
2/19/22,type_4,market_2,repeat_call_4,0
2/19/22,type_4,market_2,repeat_call_5,0
2/19/22,type_4,market_2,repeat_call_6,0
2/19/22,type_4,market_2,repeat_call_7,0
2/20/22,type_1,market_1,initial_call,12
2/20/22,type_1,market_1,repeat_call_1,2
2/20/22,type_1,market_1,repeat_call_2,1
2/20/22,type_1,market_1,repeat_call_3,0
2/20/22,type_1,market_1,repeat_call_4,0
2/20/22,type_1,market_1,repeat_call_5,1
2/20/22,type_1,market_1,repeat_call_6,0
2/20/22,type_1,market_1,repeat_call_7,1
2/20/22,type_2,market_1,initial_call,122
2/20/22,type_2,market_1,repeat_call_1,7
2/20/22,type_2,market_1,repeat_call_2,3
2/20/22,type_2,market_1,repeat_call_3,3
2/20/22,type_2,market_1,repeat_call_4,3
2/20/22,type_2,market_1,repeat_call_5,2
2/20/22,type_2,market_1,repeat_call_6,1
2/20/22,type_2,market_1,repeat_call_7,2
2/20/22,type_5,market_1,initial_call,132
2/20/22,type_5,market_1,repeat_call_1,13
2/20/22,type_5,market_1,repeat_call_2,11
2/20/22,type_5,market_1,repeat_call_3,7
